name,price,category,country_of_origin,expiration_date,search_tags,description
domestic potatoes,362.33,vegetables,Brazil,2020-08-26 00:00:00,fresh fruit,smoked
spicy tomato,735.28,meat,Spain,2018-09-12 00:00:00,imported pastry,smoked
vacuum sealed beans,428.07,meat,Germany,2019-04-26 00:00:00,dried legumes,fresh
spicy buns,279.29,pastry,China,2019-04-10 00:00:00,imported vegetables,fresh
frozen buns,433.05,fruit,Poland,2018-08-14 00:00:00,fresh vegetables,domestic
imported potatoes,464.39,canned,China,2019-03-04 00:00:00,spicy fruit,frozen
dried tomato,695.02,legumes,France,2019-05-03 00:00:00,fresh processed food,fresh
smoked beans,64.65,fruit,Poland,2019-11-15 00:00:00,frozen fruit,vacuum sealed
fresh buns,252.16,legumes,Brazil,2019-05-21 00:00:00,spicy legumes,spicy
dried chicken,916.32,legumes,Morocco,2020-02-18 00:00:00,fresh pastry,smoked
spicy gurkin,204.59,canned,France,2019-09-15 00:00:00,vacuum sealed fruit,frozen
spicy tomato,874.44,dried,Poland,2019-02-27 00:00:00,vacuum sealed pastry,fresh
spicy buns,200.43,meat,Morocco,2020-04-23 00:00:00,imported canned,smoked
dried beef,861.73,fruit,France,2018-06-07 00:00:00,frozen fruit,domestic
vacuum sealed paprika,950.98,vegetables,Brazil,2020-08-22 00:00:00,spicy fruit,imported
frozen lentils,124.68,meat,Brazil,2019-12-07 00:00:00,domestic pastry,imported
spicy prawns,35.68,legumes,Germany,2018-04-16 00:00:00,spicy vegetables,smoked
imported bread,736.54,canned,Spain,2020-02-27 00:00:00,imported dried,vacuum sealed
smoked gurkin,252.05,dried,France,2020-01-13 00:00:00,imported meat,domestic
vacuum sealed paprika,414.79,legumes,Germany,2020-06-12 00:00:00,frozen fruit,imported
imported beef,848.71,pastry,France,2020-07-22 00:00:00,spicy pastry,fresh
imported pork,325.58,fruit,Germany,2020-06-22 00:00:00,smoked meat,smoked
frozen pork,525.04,processed food,Morocco,2020-11-08 00:00:00,imported pastry,spicy
frozen beef,500.38,dried,France,2020-03-23 00:00:00,vacuum sealed vegetables,domestic
spicy broccoli,476.94,fruit,Morocco,2019-02-05 00:00:00,imported meat,dried
vacuum sealed tomato,3.45,meat,Germany,2019-08-18 00:00:00,dried meat,spicy
vacuum sealed pork,266.33,processed food,France,2020-06-09 00:00:00,dried processed food,frozen
dried beans,50.52,canned,Morocco,2019-09-20 00:00:00,fresh legumes,fresh
vacuum sealed broccoli,92.59,processed food,Brazil,2018-09-01 00:00:00,dried pastry,dried
domestic pork,836.89,vegetables,France,2018-02-17 00:00:00,dried legumes,fresh
vacuum sealed pork,453.98,meat,Germany,2018-11-03 00:00:00,domestic processed food,imported
imported bread,710.42,processed food,Germany,2019-10-28 00:00:00,frozen pastry,smoked
dried beans,963.82,meat,Germany,2020-07-19 00:00:00,domestic pastry,smoked
imported beef,905.9,canned,Morocco,2019-11-18 00:00:00,frozen fruit,smoked
fresh tomato,379.87,pastry,Spain,2019-12-06 00:00:00,vacuum sealed vegetables,vacuum sealed
frozen paprika,338.23,processed food,Germany,2019-06-07 00:00:00,vacuum sealed legumes,dried
domestic paprika,550.25,pastry,Spain,2018-05-14 00:00:00,dried canned,dried
imported broccoli,378.35,legumes,Morocco,2018-10-28 00:00:00,frozen vegetables,fresh
smoked tomato,616.6,canned,China,2019-10-28 00:00:00,fresh legumes,spicy
spicy chicken,778.6,canned,Spain,2019-02-26 00:00:00,domestic meat,smoked
spicy bread,187.54,vegetables,Poland,2019-05-17 00:00:00,smoked vegetables,frozen
smoked paprika,398.14,pastry,Germany,2019-07-02 00:00:00,smoked vegetables,domestic
imported lentils,19.8,legumes,Germany,2020-11-06 00:00:00,imported canned,vacuum sealed
dried beef,670.2,meat,Brazil,2020-11-04 00:00:00,imported fruit,domestic
frozen buns,758.09,legumes,Brazil,2019-02-24 00:00:00,domestic meat,frozen
dried buns,484.82,vegetables,China,2019-03-26 00:00:00,fresh canned,smoked
fresh broccoli,167.46,meat,France,2020-02-04 00:00:00,domestic vegetables,frozen
domestic beef,259.63,processed food,Poland,2020-03-16 00:00:00,imported legumes,smoked
frozen pork,117.58,canned,Morocco,2018-01-07 00:00:00,dried dried,frozen
vacuum sealed bread,623.19,dried,Germany,2019-12-01 00:00:00,spicy processed food,frozen
fresh beef,11.72,meat,Morocco,2019-06-09 00:00:00,spicy processed food,dried
frozen beans,957.46,vegetables,Spain,2020-08-14 00:00:00,frozen fruit,frozen
domestic pork,13.76,vegetables,China,2020-08-06 00:00:00,frozen pastry,fresh
frozen bread,902.91,pastry,Spain,2019-05-10 00:00:00,smoked canned,domestic
dried bread,600.65,pastry,Germany,2018-01-26 00:00:00,imported meat,vacuum sealed
smoked beef,345.68,processed food,Poland,2020-08-22 00:00:00,vacuum sealed pastry,spicy
dried gurkin,133.94,processed food,Spain,2019-09-15 00:00:00,imported dried,dried
vacuum sealed paprika,913.12,fruit,Poland,2020-09-08 00:00:00,dried meat,dried
frozen buns,71.46,processed food,France,2018-06-23 00:00:00,vacuum sealed vegetables,frozen
smoked beans,77.28,legumes,Germany,2020-12-28 00:00:00,domestic legumes,frozen
smoked beans,668.74,canned,Brazil,2020-05-21 00:00:00,frozen dried,domestic
fresh beef,654.66,processed food,China,2020-05-08 00:00:00,imported processed food,frozen
spicy chicken,184.22,vegetables,Brazil,2020-07-07 00:00:00,vacuum sealed canned,vacuum sealed
spicy prawns,729.23,meat,Poland,2018-05-14 00:00:00,vacuum sealed legumes,imported
spicy gurkin,519.95,processed food,Germany,2020-12-28 00:00:00,spicy fruit,smoked
spicy beans,957.51,processed food,Spain,2020-12-07 00:00:00,dried vegetables,vacuum sealed
fresh broccoli,860.65,meat,Brazil,2019-05-10 00:00:00,domestic dried,imported
vacuum sealed potatoes,989.52,vegetables,China,2020-11-19 00:00:00,domestic vegetables,dried
vacuum sealed potatoes,514.56,processed food,China,2019-04-12 00:00:00,smoked processed food,fresh
frozen chicken,909.23,legumes,Germany,2020-07-05 00:00:00,smoked legumes,dried
domestic paprika,193.84,legumes,Brazil,2020-11-17 00:00:00,dried meat,fresh
domestic tomato,917.04,fruit,Spain,2019-11-06 00:00:00,imported processed food,domestic
vacuum sealed potatoes,982.5,pastry,China,2019-01-16 00:00:00,dried dried,smoked
dried potatoes,573.49,meat,Poland,2020-08-13 00:00:00,fresh pastry,frozen
domestic bread,230.61,fruit,Poland,2019-04-16 00:00:00,fresh pastry,dried
imported bread,114.85,dried,France,2019-01-10 00:00:00,vacuum sealed legumes,dried
domestic bread,270.82,processed food,China,2019-09-04 00:00:00,frozen legumes,spicy
dried potatoes,568.01,meat,Morocco,2019-11-26 00:00:00,frozen processed food,domestic
frozen bread,988.12,legumes,France,2019-07-18 00:00:00,frozen canned,spicy
imported broccoli,179.2,fruit,France,2019-02-22 00:00:00,fresh canned,dried
domestic potatoes,275.05,legumes,Morocco,2020-12-19 00:00:00,spicy legumes,domestic
frozen chicken,705.65,meat,Morocco,2019-08-09 00:00:00,imported dried,vacuum sealed
dried broccoli,429.22,legumes,Germany,2019-07-27 00:00:00,spicy legumes,fresh
domestic paprika,524.69,pastry,Brazil,2019-10-14 00:00:00,domestic pastry,vacuum sealed
imported broccoli,126.47,legumes,France,2018-06-21 00:00:00,vacuum sealed legumes,fresh
domestic lentils,993.94,processed food,China,2019-06-13 00:00:00,imported fruit,spicy
vacuum sealed broccoli,505.29,canned,France,2019-07-05 00:00:00,imported meat,dried
imported beef,596.61,fruit,China,2019-05-27 00:00:00,vacuum sealed processed food,smoked
vacuum sealed gurkin,992.26,vegetables,Poland,2019-07-15 00:00:00,imported legumes,dried
domestic pork,848.42,vegetables,Spain,2020-02-05 00:00:00,domestic meat,domestic
smoked broccoli,676.14,fruit,Brazil,2020-12-01 00:00:00,smoked fruit,vacuum sealed
vacuum sealed beef,751.4,vegetables,Brazil,2018-05-22 00:00:00,vacuum sealed processed food,domestic
frozen bread,433.05,meat,Poland,2020-12-12 00:00:00,spicy processed food,smoked
vacuum sealed beans,678.27,vegetables,France,2019-03-24 00:00:00,vacuum sealed dried,imported
smoked beans,702.63,fruit,Morocco,2019-08-20 00:00:00,smoked fruit,domestic
smoked broccoli,941.05,meat,Morocco,2018-09-11 00:00:00,smoked processed food,dried
imported paprika,621.27,meat,Spain,2018-11-10 00:00:00,dried dried,dried
smoked bread,261.55,legumes,Spain,2019-12-06 00:00:00,spicy canned,imported
dried paprika,690.79,canned,Morocco,2019-07-27 00:00:00,frozen processed food,dried
vacuum sealed pork,493.11,fruit,Morocco,2018-12-19 00:00:00,dried vegetables,dried
smoked prawns,759.79,legumes,Morocco,2018-06-10 00:00:00,smoked dried,spicy
fresh beans,454.37,dried,China,2019-11-16 00:00:00,domestic fruit,imported
fresh beef,792.77,dried,Poland,2019-11-18 00:00:00,fresh pastry,spicy
dried potatoes,390.24,processed food,France,2020-11-21 00:00:00,domestic legumes,smoked
spicy bread,223.3,canned,Brazil,2018-11-07 00:00:00,domestic canned,smoked
spicy chicken,572.71,canned,China,2018-11-10 00:00:00,vacuum sealed vegetables,dried
imported buns,355.38,vegetables,Morocco,2019-06-16 00:00:00,smoked legumes,smoked
smoked bread,363.66,fruit,Poland,2019-04-13 00:00:00,domestic fruit,dried
frozen pork,189.0,legumes,Spain,2018-11-15 00:00:00,fresh fruit,fresh
imported bread,682.71,pastry,Poland,2020-09-22 00:00:00,dried dried,domestic
vacuum sealed gurkin,953.14,processed food,Poland,2019-01-27 00:00:00,fresh legumes,spicy
vacuum sealed gurkin,251.27,canned,Germany,2018-05-02 00:00:00,domestic legumes,fresh
fresh beef,310.63,vegetables,Brazil,2019-01-23 00:00:00,imported meat,dried
imported broccoli,233.24,pastry,Spain,2018-12-03 00:00:00,smoked meat,smoked
fresh chicken,818.18,legumes,Brazil,2018-01-21 00:00:00,imported fruit,domestic
dried chicken,360.19,fruit,Germany,2019-06-19 00:00:00,domestic canned,fresh
fresh paprika,227.81,meat,Brazil,2018-03-19 00:00:00,imported vegetables,vacuum sealed
frozen potatoes,85.17,legumes,Spain,2018-04-05 00:00:00,imported fruit,fresh
spicy prawns,26.93,legumes,Germany,2020-05-27 00:00:00,frozen vegetables,fresh
imported paprika,45.99,processed food,France,2020-04-28 00:00:00,vacuum sealed pastry,vacuum sealed
imported tomato,327.16,processed food,Brazil,2019-04-27 00:00:00,imported processed food,vacuum sealed
imported pork,393.85,processed food,China,2019-04-13 00:00:00,dried canned,fresh
domestic beans,617.49,vegetables,Germany,2018-08-20 00:00:00,imported canned,fresh
fresh tomato,344.24,meat,Poland,2018-11-22 00:00:00,domestic processed food,fresh
domestic buns,119.61,meat,Morocco,2018-12-14 00:00:00,domestic canned,dried
imported gurkin,618.02,fruit,Brazil,2019-05-18 00:00:00,smoked pastry,domestic
spicy pork,753.72,meat,France,2018-03-22 00:00:00,frozen dried,dried
smoked potatoes,353.79,meat,Poland,2020-07-16 00:00:00,spicy fruit,smoked
imported tomato,518.58,legumes,Poland,2018-11-12 00:00:00,frozen pastry,vacuum sealed
vacuum sealed paprika,403.75,fruit,Poland,2019-09-02 00:00:00,domestic pastry,vacuum sealed
fresh beans,708.11,dried,Poland,2020-12-08 00:00:00,fresh processed food,frozen
smoked gurkin,965.03,dried,Germany,2019-06-04 00:00:00,frozen pastry,imported
spicy beans,492.0,vegetables,France,2018-11-25 00:00:00,smoked fruit,dried
frozen beef,991.49,dried,France,2020-02-10 00:00:00,imported fruit,smoked
fresh paprika,489.13,dried,Germany,2019-03-25 00:00:00,dried pastry,vacuum sealed
vacuum sealed bread,934.6,pastry,Poland,2020-09-18 00:00:00,spicy legumes,smoked
spicy bread,70.93,fruit,China,2018-04-10 00:00:00,domestic processed food,fresh
frozen lentils,848.25,legumes,Spain,2019-08-16 00:00:00,smoked legumes,domestic
frozen beans,843.92,pastry,Poland,2018-09-23 00:00:00,frozen processed food,domestic
vacuum sealed beans,773.81,pastry,Germany,2019-12-26 00:00:00,spicy fruit,spicy
domestic bread,854.28,pastry,Spain,2020-12-20 00:00:00,domestic fruit,frozen
fresh chicken,287.16,fruit,China,2019-04-22 00:00:00,frozen vegetables,vacuum sealed
smoked beans,647.04,pastry,Poland,2020-04-22 00:00:00,frozen fruit,spicy
frozen paprika,756.52,legumes,Poland,2020-06-06 00:00:00,domestic dried,vacuum sealed
spicy potatoes,172.73,vegetables,Brazil,2019-02-10 00:00:00,imported dried,frozen
dried gurkin,963.6,processed food,France,2018-10-09 00:00:00,dried legumes,dried
smoked paprika,46.64,pastry,Spain,2019-05-11 00:00:00,imported vegetables,imported
vacuum sealed pork,994.54,canned,China,2018-02-10 00:00:00,spicy vegetables,frozen
smoked paprika,986.61,processed food,China,2018-07-14 00:00:00,frozen legumes,frozen
domestic gurkin,620.01,processed food,China,2020-02-12 00:00:00,domestic processed food,spicy
imported gurkin,312.11,legumes,Spain,2018-10-24 00:00:00,domestic processed food,vacuum sealed
frozen tomato,527.0,canned,Brazil,2018-02-01 00:00:00,fresh meat,frozen
imported gurkin,185.62,dried,Brazil,2018-04-07 00:00:00,vacuum sealed fruit,smoked
fresh beef,417.42,pastry,Germany,2020-05-01 00:00:00,smoked pastry,frozen
frozen lentils,46.03,dried,Brazil,2020-05-14 00:00:00,spicy pastry,vacuum sealed
fresh pork,376.85,vegetables,Morocco,2020-07-17 00:00:00,vacuum sealed processed food,domestic
imported broccoli,337.52,canned,Spain,2019-02-25 00:00:00,fresh canned,fresh
imported gurkin,503.7,canned,Brazil,2019-05-20 00:00:00,spicy vegetables,domestic
spicy broccoli,176.32,fruit,France,2020-11-02 00:00:00,imported pastry,fresh
fresh gurkin,355.37,legumes,China,2019-06-23 00:00:00,domestic processed food,smoked
imported paprika,457.86,vegetables,France,2020-06-27 00:00:00,vacuum sealed meat,smoked
fresh gurkin,445.52,meat,Brazil,2020-11-21 00:00:00,fresh meat,smoked
fresh prawns,82.02,meat,Brazil,2019-11-06 00:00:00,fresh dried,fresh
dried beef,281.36,legumes,Brazil,2019-11-20 00:00:00,smoked meat,imported
frozen potatoes,218.45,pastry,Brazil,2018-01-01 00:00:00,spicy fruit,dried
imported potatoes,644.72,meat,Germany,2018-03-08 00:00:00,domestic processed food,spicy
domestic paprika,106.63,meat,Morocco,2018-04-18 00:00:00,fresh dried,vacuum sealed
spicy pork,713.11,dried,Germany,2019-02-03 00:00:00,frozen pastry,spicy
vacuum sealed beef,895.93,dried,Morocco,2019-03-03 00:00:00,frozen processed food,smoked
vacuum sealed tomato,131.76,vegetables,Poland,2018-09-27 00:00:00,imported pastry,frozen
spicy tomato,579.93,processed food,Morocco,2019-04-13 00:00:00,imported canned,spicy
frozen chicken,434.07,processed food,Morocco,2019-11-28 00:00:00,imported pastry,spicy
domestic beef,724.85,pastry,Morocco,2018-08-17 00:00:00,dried meat,fresh
smoked broccoli,814.61,legumes,France,2020-01-23 00:00:00,fresh vegetables,vacuum sealed
imported beans,318.09,vegetables,Morocco,2018-09-01 00:00:00,vacuum sealed dried,smoked
frozen potatoes,573.65,vegetables,France,2020-03-15 00:00:00,imported dried,spicy
domestic broccoli,36.79,meat,Brazil,2019-03-18 00:00:00,spicy vegetables,smoked
frozen beef,328.56,vegetables,Morocco,2020-04-05 00:00:00,vacuum sealed legumes,spicy
domestic beef,549.88,legumes,Morocco,2020-09-21 00:00:00,domestic canned,domestic
spicy beef,822.96,canned,China,2019-10-16 00:00:00,spicy processed food,fresh
smoked bread,76.98,processed food,Germany,2018-02-14 00:00:00,frozen legumes,smoked
frozen pork,46.58,canned,Germany,2020-08-05 00:00:00,domestic legumes,dried
domestic tomato,524.76,meat,Germany,2019-03-13 00:00:00,imported vegetables,vacuum sealed
smoked beef,529.76,processed food,China,2020-12-25 00:00:00,dried canned,domestic
smoked potatoes,233.31,fruit,Morocco,2020-01-21 00:00:00,vacuum sealed canned,vacuum sealed
frozen tomato,175.86,vegetables,Spain,2020-07-03 00:00:00,vacuum sealed meat,imported
frozen chicken,6.41,vegetables,Spain,2018-05-14 00:00:00,fresh vegetables,dried
frozen pork,782.57,processed food,Germany,2019-08-09 00:00:00,fresh fruit,spicy
dried potatoes,13.6,fruit,Spain,2020-11-11 00:00:00,domestic legumes,imported
spicy potatoes,274.64,pastry,China,2019-11-05 00:00:00,spicy dried,fresh
imported potatoes,494.17,pastry,Brazil,2020-12-19 00:00:00,frozen meat,frozen
fresh broccoli,349.78,vegetables,Brazil,2019-10-10 00:00:00,smoked fruit,fresh
domestic prawns,355.39,canned,Morocco,2020-06-11 00:00:00,dried vegetables,dried
fresh chicken,395.08,fruit,Morocco,2020-01-28 00:00:00,frozen dried,vacuum sealed
spicy potatoes,890.86,canned,Poland,2020-07-05 00:00:00,smoked vegetables,frozen
vacuum sealed tomato,872.76,processed food,Spain,2020-09-17 00:00:00,smoked canned,domestic
spicy beans,129.33,pastry,Spain,2018-09-22 00:00:00,domestic legumes,domestic
spicy pork,601.23,pastry,Germany,2018-03-08 00:00:00,imported vegetables,imported
frozen buns,75.52,meat,Spain,2020-01-07 00:00:00,domestic legumes,vacuum sealed
dried pork,386.18,vegetables,China,2020-07-04 00:00:00,imported canned,vacuum sealed
imported bread,442.87,canned,Morocco,2020-04-03 00:00:00,dried dried,spicy
spicy prawns,849.48,legumes,Germany,2020-11-21 00:00:00,vacuum sealed fruit,domestic
smoked paprika,931.83,processed food,Spain,2020-02-24 00:00:00,frozen processed food,spicy
spicy gurkin,921.19,fruit,Brazil,2018-01-07 00:00:00,dried legumes,vacuum sealed
fresh pork,860.88,fruit,France,2020-11-17 00:00:00,dried pastry,spicy
imported pork,592.47,legumes,France,2020-09-06 00:00:00,spicy fruit,vacuum sealed
fresh buns,762.75,fruit,Morocco,2018-12-27 00:00:00,imported fruit,smoked
spicy pork,114.21,pastry,Poland,2019-11-20 00:00:00,spicy dried,dried
frozen beans,826.25,dried,France,2018-07-17 00:00:00,fresh processed food,imported
fresh pork,697.29,fruit,Poland,2018-12-12 00:00:00,smoked meat,fresh
vacuum sealed lentils,5.17,legumes,Germany,2019-01-05 00:00:00,domestic vegetables,spicy
spicy broccoli,843.23,dried,Spain,2019-09-24 00:00:00,imported dried,smoked
domestic broccoli,801.39,legumes,China,2020-03-25 00:00:00,imported vegetables,vacuum sealed
imported beans,793.06,canned,Brazil,2019-05-03 00:00:00,smoked meat,domestic
spicy broccoli,769.44,legumes,Brazil,2018-03-13 00:00:00,vacuum sealed meat,smoked
fresh gurkin,491.52,fruit,China,2019-02-14 00:00:00,fresh processed food,smoked
spicy broccoli,730.99,vegetables,China,2018-05-01 00:00:00,imported fruit,fresh
spicy paprika,985.94,processed food,Brazil,2020-02-24 00:00:00,dried processed food,dried
imported chicken,224.01,vegetables,China,2018-02-19 00:00:00,imported canned,vacuum sealed
frozen broccoli,275.28,fruit,Poland,2019-05-06 00:00:00,smoked fruit,spicy
domestic chicken,394.29,dried,Germany,2020-06-08 00:00:00,fresh legumes,smoked
fresh beef,321.19,meat,Morocco,2019-11-17 00:00:00,fresh meat,imported
domestic prawns,948.83,pastry,Brazil,2019-05-27 00:00:00,frozen canned,spicy
smoked beef,990.33,processed food,Germany,2020-11-16 00:00:00,imported vegetables,imported
imported bread,113.83,vegetables,France,2020-05-01 00:00:00,vacuum sealed fruit,fresh
dried beans,157.51,fruit,Germany,2018-04-15 00:00:00,spicy processed food,dried
domestic potatoes,901.15,legumes,Morocco,2019-08-11 00:00:00,fresh meat,dried
